menage,assaini,revenu_net_mois,c_m3_trim_1,c_m3_trim_2,c_ibt,c_ibt_pp,c_tbse,consom_nordin_trim,consom_taylor_trim,c_captive_jour,c_nordin_jour,c_taylor_jour,ln_c_captive_jour,ln_c_nordin_jour,ln_c_taylor_jour,sur_consommation_pct
164,0,8162.81,11.61427102471917,9.70382674009389,37.043190101997624,33.743898229488956,46.558018767376616,33.743898229488956,40.23536890923208,0.129047455830213,0.3749322025498773,0.4470596545470231,2.4522346027133244,-0.9810100625571142,-0.8050632379104751,17.59468246466391
168,0,2975.21,17.087117186435925,13.65096527922779,41.784164113925954,38.590246505087016,53.17633103024687,38.590246505087016,44.68724565256531,0.18985685762706583,0.42878051672318906,0.4965249516951701,2.8383247986644204,-0.8468101070041192,-0.7001215415830827,14.668856542103647
169,0,1738.87,16.49128360049781,13.65096527922779,35.874477895920954,32.58051358043352,44.8304237945256,32.58051358043352,39.120112688164944,0.18323648444997565,0.36200570644926133,0.43466791875738825,2.802831974688059,-1.0160953036086187,-0.8331729445909839,18.292235901763476
170,0,2736.88,16.52901057532744,13.65096527922779,39.786861806181086,36.560768953408754,50.37088060182478,36.560768953408754,42.78819866498837,0.18365567305919378,0.4062307661489862,0.4754244296109819,2.8051170537394428,-0.9008338913230273,-0.7435473378900459,15.728655343298136
171,0,2879.89,14.520775633987725,9.70382674009389,35.83996946301878,32.529161579162306,44.82131325530103,32.529161579162306,39.106087465324705,0.1613419514887525,0.36143512865735894,0.43451208294805227,2.6755804262886564,-1.017672703950216,-0.8335315258070726,18.414117814314345
172,0,3450.32,13.339567287110956,9.70382674009389,34.60649059010869,31.260467827040475,43.088102151828316,31.260467827040475,37.98438056136156,0.14821741430123284,0.34733853141156085,0.4220486729040174,2.5907346027133245,-1.0574553797726403,-0.8626346329620019,19.482074681063832
175,0,1976.68,10.882324660092598,9.70382674009389,26.550436142926394,25.004436656305842,30.55476873626189,25.004436656305842,27.840134561724454,0.12091471844547332,0.2778270739589538,0.30933482846360505,2.38713988221643,-1.2807563949551033,-1.173331001480452,10.742539347465119
176,0,2803.22,10.638934277406113,9.70382674009389,28.21272730724004,26.677624473517806,32.61718666694757,26.677624473517806,29.471708590785333,0.11821038086006792,0.2964180497057534,0.3274634287865037,2.3645203169990388,-1.2159844909711557,-1.116378897969616,9.96055930015396
177,0,4862.01,11.256699142671057,9.70382674009389,32.64314162237205,30.0,39.628960682790286,30.0,35.338650864133385,0.1250744349185673,0.3333333333333333,0.39265167626814873,2.4209634307714936,-1.0986122886681098,-0.9348323800549994,16.37799086131104
181,0,2216.23,17.65005650972271,16.86483970153737,40.25150072704838,37.04070701348247,51.00570624893575,37.04070701348247,43.22088859391625,0.196111738996919,0.41156341126091633,0.4802320954879583,2.870738985058187,-0.8877921728974572,-0.7334857596776768,15.430641321978033
182,0,4566.41,19.30459833473812,16.86483970153737,51.59835950800921,48.515655007909714,66.90044715037858,48.515655007909714,54.188163775092086,0.2144955370526458,0.5390628334212191,0.6020907086121343,2.9603433232183742,-0.6179231408020267,-0.5073471662665217,11.057597453550505
183,0,4960.61,17.395934861227882,16.86483970153737,47.75629598919916,44.63172843759752,61.551170261311775,44.63172843759752,50.44929953425215,0.19328816512475425,0.4959080937510836,0.5605477726028016,2.8562365502599913,-0.7013646642831088,-0.5788408079827909,12.252385630031792
184,0,774.37,14.947988226181552,11.788725031630772,28.67763639815378,27.164819642792793,33.098491368787094,27.164819642792793,29.91213281423972,0.16608875806868392,0.30183132936436435,0.3323570312693302,2.7045767239711713,-1.1978869296717423,-1.1015454924994996,9.634143717224264
185,0,208.86,6.957426639896977,6.957426639896977,11.149209355956982,11.149209355956987,10.93983579565328,11.149209355956987,11.149209355956982,0.07730474044329974,0.12388010395507763,0.12388010395507758,1.939809670330265,-2.088441084717997,-2.0884410847179975,-4.440892098500626e-14
